,State,Name of reporting district,ALL_MTH00numvalid,ALL_MTH00pctprof,Year,ALL_RLA00numvalid,ALL_RLA00pctprof
460,arizona,creighton elementary school district,4670,58,2008,4669,55
461,arizona,crown king elementary school district,3,,2008,3,
462,arizona,double adobe elementary school district,39,60-69,2008,39,60-69
463,arizona,douglas unified school district,2227,60,2008,2203,58
464,arizona,duncan unified school district,260,65,2008,260,70
465,arizona,dysart unified school district,13055,71,2008,13049,73
466,arizona,mary c o'brien accommodation school district,80,75-79,2008,78,80-84
467,arizona,elfrida elementary school district,89,70-74,2008,89,65-69
468,arizona,eloy elementary school district,747,50,2008,747,54
469,arizona,flagstaff unified school district,5479,70,2008,5484,71
470,arizona,florence unified school school district,4297,62,2008,4290,67
471,arizona,flowing wells unified school district,2909,73,2008,2927,69
472,arizona,fountain hills unified school district,1174,82,2008,1172,86
473,arizona,fowler elementary school district,2751,64,2008,2743,60
474,arizona,fredonia-moccasin unified school district,165,55-59,2008,164,60-64
475,arizona,fort huachuca accommodation school district,663,79,2008,663,84
476,arizona,ft thomas unified school district,263,32,2008,263,36
477,arizona,gadsden elementary school district,3419,52,2008,3419,46
478,arizona,ganado unified school school district,866,53,2008,859,49
479,arizona,gila bend unified school district,238,29,2008,242,38
480,arizona,gilbert unified school district,20889,86,2008,20905,87
481,arizona,glendale elementary school district,8342,59,2008,8352,56
482,arizona,glendale union high school school district,3573,77,2008,3621,76
483,arizona,globe unified school district,945,59,2008,945,66
484,arizona,grand canyon unified school district,147,55-59,2008,147,65-69
485,arizona,hackberry school school district,29,60-79,2008,29,60-79
486,arizona,hayden-winkelman unified school district,207,51,2008,209,63
487,arizona,higley unified school school district,5137,81,2008,5129,82
488,arizona,holbrook unified school district,991,69,2008,997,70
489,arizona,maricopa county regional school district,63,15-19,2008,55,30-39
490,arizona,humboldt unified school district,3305,76,2008,3315,78
491,arizona,hyder elementary school district,90,70-74,2008,90,70-74
492,arizona,indian oasis-baboquivari unified school district,484,35,2008,487,40
493,arizona,isaac elementary school district,4796,54,2008,4797,48
494,arizona,j o combs unified school school district,2290,69,2008,2292,72
495,arizona,joseph city unified school district,257,78,2008,255,77
496,arizona,kayenta unified school district,1142,47,2008,1146,54
497,arizona,kirkland elementary school district,35,60-69,2008,35,60-69
498,arizona,kyrene elementary school district,12350,86,2008,12348,87
499,arizona,lake havasu unified school district,3368,82,2008,3374,85
500,arizona,laveen elementary school district,3148,64,2008,3148,63
501,arizona,liberty elementary school district,2550,72,2008,2549,76
502,arizona,litchfield elementary school district,6613,78,2008,6614,78
503,arizona,littlefield unified school district,335,52,2008,336,59
504,arizona,littleton elementary school district,3386,57,2008,3386,58
505,arizona,madison elementary school district,3361,80,2008,3359,79
506,arizona,maine consolidated school school district,81,85-89,2008,81,80-84
507,arizona,mammoth-san manuel unified school district,614,71,2008,614,78
508,arizona,marana unified school district,6985,78,2008,6983,81
509,arizona,maricopa unified school school district,3425,61,2008,3425,65
510,arizona,altar valley elementary school district,478,55,2008,478,57
511,arizona,mayer unified school school district,263,57,2008,263,67
512,arizona,mcnary elementary school district,74,45-49,2008,73,45-49
513,arizona,mcneal elementary school district,44,60-69,2008,44,80-89
514,arizona,mesa unified school district,36171,77,2008,36172,76
515,arizona,miami unified school district,629,59,2008,628,68
516,arizona,mingus union high school school district,259,72,2008,261,75
517,arizona,mobile elementary school district,10,,2008,10,
518,arizona,mohave valley elementary school district,1220,62,2008,1222,64
519,arizona,mohawk valley elementary school district,120,70-74,2008,121,70-74
520,arizona,morenci unified school district,639,80,2008,640,78
521,arizona,morristown elementary school district,95,65-69,2008,95,75-79
522,arizona,pima accommodation school district,35,19-Nov,2008,35,20-29
523,arizona,murphy elementary school district,1415,59,2008,1417,55
524,arizona,naco elementary school district,185,50-54,2008,185,45-49
525,arizona,nadaburg unified school school district,591,66,2008,592,69
526,arizona,rainbow accommodation school,17,21-39,2008,17,40-59
527,arizona,nogales unified school district,3261,71,2008,3266,73
528,arizona,oracle elementary school district,313,69,2008,314,75
529,arizona,osborn elementary school district,2084,67,2008,2085,58
530,arizona,owens-whitney elementary school district,20,,2008,20,
531,arizona,tonto basin elementary school district,37,80-89,2008,37,70-79
532,arizona,page unified school district,1504,59,2008,1510,57
533,arizona,palo verde elementary school district,313,67,2008,313,68
534,arizona,palominas elementary school district,744,81,2008,744,81
535,arizona,paradise valley unified school district,17634,79,2008,17652,81
536,arizona,parker unified school school district,955,61,2008,953,67
537,arizona,patagonia elementary school district,55,60-69,2008,55,70-79
538,arizona,patagonia union high school school district,24,60-79,2008,23,
539,arizona,payson unified school district,1395,74,2008,1398,79
540,arizona,peach springs unified school district,89,20-24,2008,89,25-29
541,arizona,pearce elementary school district,64,65-69,2008,64,60-64
542,arizona,pendergast elementary school district,7036,67,2008,7036,67
543,arizona,peoria unified school school district,20264,80,2008,20289,80
544,arizona,phoenix elementary school district,4788,55,2008,4792,55
545,arizona,phoenix union high school school district,6123,56,2008,6251,61
546,arizona,picacho elementary school district,135,65-69,2008,135,65-69
547,arizona,pima unified school district,427,66,2008,430,73
548,arizona,pine strawberry elementary school district,75,75-79,2008,75,80-84
549,arizona,blue ridge unified school district,1396,75,2008,1401,76
550,arizona,pomerene elementary school district,97,80-84,2008,97,80-84
551,arizona,prescott unified school district,2969,81,2008,2971,86
552,arizona,sanders unified school district,542,41,2008,540,46
553,arizona,quartzsite elementary school district,152,50-54,2008,152,55-59
554,arizona,queen creek unified school district,2760,80,2008,2760,85
555,arizona,ray unified school district,294,73,2008,294,73
556,arizona,red mesa unified school district,527,45,2008,522,45
557,arizona,red rock elementary school district,144,65-69,2008,144,70-74
558,arizona,san carlos unified school district,645,28,2008,655,27
559,arizona,riverside elementary school district,489,45,2008,492,46
560,arizona,roosevelt elementary school district,7493,54,2008,7494,55
561,arizona,round valley unified school district,748,69,2008,754,75
562,arizona,saddle mountain unified school school district,845,55,2008,846,59
563,arizona,sacaton elementary school district,307,22,2008,307,40
564,arizona,safford unified school district,1197,74,2008,1199,76
565,arizona,sahuarita unified school district,2527,78,2008,2534,79
566,arizona,san fernando elementary school district,14,,2008,14,
567,arizona,san simon unified school district,49,70-79,2008,49,
568,arizona,santa cruz elementary school district,131,75-79,2008,131,75-79
569,arizona,santa cruz valley unified school district,2049,70,2008,2051,67
570,arizona,santa cruz valley union high school school district,130,30-34,2008,137,50-54
571,arizona,scottsdale unified school district,14104,85,2008,14125,86
572,arizona,seligman unified school district,90,45-49,2008,91,60-64
573,arizona,sentinel elementary school district,25,,2008,25,
574,arizona,show low unified school district,1295,74,2008,1303,79
575,arizona,deer valley unified school district,20304,81,2008,20323,84
576,arizona,skull valley elementary school district,11,,2008,11,
577,arizona,snowflake unified school district,1351,75,2008,1350,79
578,arizona,solomon elementary school district,99,75-79,2008,99,75-79
579,arizona,somerton elementary school district,1748,59,2008,1749,60
580,arizona,sonoita elementary school district,105,80-84,2008,105,85-89
581,arizona,st david unified school district,253,75,2008,253,81
582,arizona,st johns unified school district,505,67,2008,507,77
583,arizona,stanfield elementary school district,449,58,2008,449,53
584,arizona,sunnyside unified school district,9322,60,2008,9347,59
585,arizona,superior unified school school district,237,46,2008,234,60
586,arizona,tanque verde unified school district,928,90,2008,929,92
587,arizona,tempe school school district,7916,67,2008,7920,69
588,arizona,tempe union high school school district,3125,81,2008,3143,83
589,arizona,thatcher unified school district,678,85,2008,680,85
590,arizona,paloma school school district,41,40-49,2008,41,40-49
591,arizona,hillside elementary school district,20,60-79,2008,20,
592,arizona,tolleson elementary school district,1795,60,2008,1796,60
593,arizona,tolleson union high school school district,2201,70,2008,2208,71
594,arizona,toltec elementary school district,886,58,2008,886,61
595,arizona,tombstone unified school district,388,58,2008,390,70
596,arizona,topock elementary school district,85,65-69,2008,85,75-79
597,arizona,tuba city unified school district,933,49,2008,938,51
598,arizona,tucson unified school district,29411,62,2008,29468,66
599,arizona,union elementary school district,1115,53,2008,1114,56
600,arizona,vail unified school district,5209,90,2008,5211,90
601,arizona,valentine elementary school district,38,60-69,2008,38,60-69
602,arizona,valley union high school school district,45,,2008,47,80-89
603,arizona,washington elementary school school district,14960,65,2008,14971,65
604,arizona,wellton elementary school district,251,53,2008,253,56
605,arizona,wenden elementary school district,53,50-59,2008,53,50-59
606,arizona,whiteriver unified school district,1000,32,2008,1009,39
607,arizona,wickenburg unified school district,781,68,2008,787,74
608,arizona,willcox unified school district,603,59,2008,606,61
609,arizona,williams unified school district,350,60,2008,350,65
610,arizona,wilson elementary school district,762,64,2008,762,60
611,arizona,window rock unified school district,1377,48,2008,1381,51
612,arizona,winslow unified school district,1187,66,2008,1191,68
613,arizona,yarnell elementary school district,29,60-79,2008,29,60-79
614,arizona,young elementary school district,29,60-79,2008,29,60-79
615,arizona,yucca elementary school district,8,,2008,8,
616,arizona,yuma elementary school district,6683,60,2008,6684,62
617,arizona,yuma union high school school district,2649,61,2008,2703,63
618,arizona,sedona-oak creek jusd #9,712,76,2008,714,81
619,arizona,az dept of juvenile corrections,116,15-19,2008,96,35-39
620,arkansas,dewitt school district,895,70,2008,801,64
621,arkansas,warren school district,915,70,2008,774,57
622,arkansas,corning school district,628,74,2008,541,68
623,arkansas,riverside school district,524,68,2008,435,66
624,arkansas,sheridan school district,2533,84,2008,2227,70
625,arkansas,marmaduke school district,453,68,2008,399,68
626,arkansas,paragould school district,1686,74,2008,1485,71
627,arkansas,batesville school district,1618,81,2008,1390,74
628,arkansas,midland school district,327,75,2008,275,64
629,arkansas,izard co. cons. school dist.,306,69,2008,278,69
630,arkansas,newport school district,903,63,2008,759,57
631,arkansas,pine bluff school district,2864,44,2008,2440,40
632,arkansas,star city school district,1045,75,2008,874,65
633,arkansas,gosnell school district,952,74,2008,792,67
634,arkansas,nevada school district,242,71,2008,206,65
635,arkansas,bearden school district,371,64,2008,320,62
636,arkansas,ark. school for the blind,41,30-39,2008,47,40-49
637,arkansas,ark. school for the deaf,76,14-Oct,2008,59,19-Nov
638,arkansas,western yell co. school dist.,305,74,2008,252,65
639,arkansas,hamburg school district,1190,73,2008,1044,70
640,arkansas,mountain home school district,2473,83,2008,2129,78
641,arkansas,magnolia school district,1832,62,2008,1532,50
642,arkansas,so. miss. county school dist.,793,64,2008,652,59
643,arkansas,manila school district,644,68,2008,556,62
644,arkansas,trumann school district,1006,74,2008,837,68
645,arkansas,east poinsett co. school dist.,488,64,2008,408,62
646,arkansas,dequeen school district,1480,76,2008,1272,69
647,arkansas,palestine-wheatley sch. dist.,366,59,2008,301,52
648,arkansas,benton county school of arts,301,81,2008,301,79
649,arkansas,academics plus charter school,315,71,2008,279,77
650,arkansas,imboden charter school district,38,40-49,2008,37,50-59
651,arkansas,kipp:delta college prep school,351,80,2008,259,72
652,arkansas,lafayette county school district,478,57,2008,440,46
653,arkansas,cleveland county school dist.,508,76,2008,469,70
654,arkansas,emerson-taylor school district,403,79,2008,348,74
655,arkansas,cedar ridge school district,515,65,2008,444,64
656,arkansas,hillcrest school district,299,75,2008,244,63
657,arkansas,deer/mt. judea school district,237,72,2008,201,64
658,arkansas,ouachita river school district,459,81,2008,382,73
659,arkansas,lisa academy charter,443,88,2008,322,91
660,arkansas,ozark mountain school district,403,63,2008,362,61
661,arkansas,twin rivers school district,239,56,2008,197,50-54
662,arkansas,haas hall academy,55,80-89,2008,16,
